AGM000005,开户日期,Account opening date
SYS000100,过滤器,/
SYS000111,机构级别,/
SYS000131,接口请求方式,/
SYS000133,接收类型,/
SYS000152,密码需要修改标志,Tombstone flag
SYS000162,配置数据,/
SYS000165,签到状态,/
SYS000170,请求来源,/
SYS000205,授权对象,/
SYS000206,授权角色组授权角色组,/
SYS000213,数据权限授权类型,/
SYS000220,通知类型,/
SYS000225,同步任务类型,/
SYS000341,机构类别,/
SYS000367,文件大小,/
SYS000376,职位类别,/
PTY004255,户主身份证编号,
AGM002665,保证人核心客户编号,Customer number of guarantor
AST000884,权属人核心客户编号,Customer number of owner
PRD000050,保证金性质代码,Margin type
FIN000014,本位币代码,Local currency
AGM000150,借据余额,Duebill balance
AGM000004,账户币种代码,Currency
AGM000067,存款协议币种代码,Deposit agreement currency
AGM000089,授信币种代码,Credit currency
AGM000109,贷款币种代码,Loan currency
AGM000188,银承票据币种代码,Bank acceptance currency
AGM000200,贸易融资币种代码,Trade financial currency
AGM000208,单据币种代码,Currency of note in L/C
AGM000230,保函合同币种代码,Currency of L/G contract
AGM000268,汇款币种代码,Remittance currency
AGM000296,信用证币种代码,Currency of L/C
AGM000386,债券币种代码,Currency of bond
AGM000442,外币币种代码,Foreign currency
AGM000459,即期买入币种代码,Currency of buying at sight
AGM000461,远期买入币种代码,Currency of forward buying
AGM000463,即期卖出币种代码,Currency of selling at sight
AGM000465,远期卖出币种代码,Currency of forward selling
AGM000474,担保币种代码,Guarantee currency
AGM001706,担保、抵质押的贷后条件落实标志,/
PRD000056,允许部提次数,Partial extraction times
AGM000547,银/社团参与角色代码,Type of syndicated member
AGM001693,本行参与银/社团角色代码,Our Bank syndicated member
PRD000014,适用币种代码,Currency limit
PRD000001,产品编号,Product id
PRD002533,产品场景代码,Product id
PRD000003,产品简介,Product introduction
AGM000518,信贷产品名称,Loan product name
PRD000009,产品起始日期,Product start date
PRD000010,产品终止日期,Product expiration date
AGM000519,业务品种名称,Product segmentation name
PRD000019,产品适用区域代码,Product sales area type
PRD000007,产品构成方式代码,Product composition type
AST000014,商品或服务名称,Name of commodity or service
PTY000436,出资人性质代码,Funder type
PTY000151,员工人数,orgnization customer number of employees
PRD000035,计息方式代码,Interest calculation method type
AGM000141,贷款起始日期,Loan start date
AGM000515,贷款账号,Loan account number
AGM000119,贷款经营类型代码,Loan operating type
AGM000111,贷款形式代码,Form of loan
AGM000716,七级分类代码,Loan seven-level Classification Code
AGM000121,贷款投向行业代码,Loan Destination industry
AGM000160,五级分类代码,Five-level Classification
AGM000142,贷款到期日期,Loan due date
AGM000484,抵质押率,Pledge rate or mortgage rate
AGM000469,担保类型代码,Guarantee mode
AGM000133,担保合同编号,Guarantee contract number
AGM000475,担保合同总金额,Amount of guarantee
AGM000473,担保合同到期日期,Due date of guarantee contract
PTY000482,进入本单位年份,Enter this unit year
PRD000060,转存方式类型代码,Deposit renewal type
AST000262,担保物编号,Collateral number
PTY000527,对外担保债务风险风类代码,Risk Classification of external gur debt
PTY000119,法定代表人名称,organization legal representative name
PTY000003,个人开户机构编号,personal customer account opening branch
PTY000006,个人客户名称,personal customer name
AGM000513,企业名称,Name of business license
AST000018,收费许可证明编号,Toll permit number
PTY000186,出资比例,orgniazation customer shareholder share proportion
AGM000006,销户日期,Account closing Date
PTY000496,关联客户编号,Related customer code
PTY000017,国籍代码,nationality
PTY000152,行业名称,standard industrial classification name
AGM000044,原还款周期代码,Original Repay Cycle
AGM000933,新还款周期代码,New Repay Cycle
AGM000100,贷款合同编号,Loan contract number
AGM000970,原贷款合同编号,Original Loan Contract Number
AST000330,他行负债合同金额,Contract amount
AGM000103,合同生效日期,Contract start date
ORG000002,机构中文名称,Organization english name
PTY000523,基本存款账户开户银行编号,Bank number of the basic deposit account
PTY000493,基本存款账户账号,basic deposit account number
PTY000042,最高学历代码,highest academic qualificaiton
PTY003185,教育程度代码,highest academic qualificaiton
AGM000030,存款结息方式代码,Deposit interest-calculating mode
AGM000120,贷款用途代码,Loan purpose
PTY000146,同业客户金融许可证编号,financial license number
ORG000181,经办机构编号,Handling Institution Number
AGM000237,BIN编号,BIN number
FIN000035,会计科目表编号,Chart of accounts number
FIN000038,会计科目表结束日期,Chart of accounts end date
FIN000037,会计科目表开始日期,Chart of accounts start date
FIN000036,会计科目表名称,Chart of accounts name
FIN000039,会计科目表启用标志,Chart of accounts enabled flag
PTY000001,个人客户编号,personal customer number
PTY000112,组织客户编号,orgnization customer number
PRD000015,适用客户代码,Customers limit
PTY000624,客户名称,Customer Name
PTY001900,买方客户名称,Buyer Customer Name
PRD000043,利率浮动下限,Floating floor
PRD000044,利率重定价期限代码,Interest repricing term
PRD000042,利率浮动上限,Floating ceiling
PRD000039,利率类型代码,Rate flexible type code
AGM000522,当前逾期期数,Current overdue periods
AGM000134,银社团贷款标志,Corporate loan flag
AGM000136,社团贷款总金额,Total amount of corporate loan
PRD000111,基金认购截止时间,Fund subscription end time
PRD000112,基金认购开始时间,Fund subscription starting time
AST000249,本行确认价值,Internally valuation value
AST000325,评估日期,The base date of evaluation
AGM000251,票据种类代码,Note type
PTY000130,注册登记日期,Date of registration
PTY000142,注册登记地址区域名称代码,Registered district
PTY003652,注册登记地址区域名称,Registered district
PTY000143,注册登记地址,Enterprise registration contact address
PTY000500,联系地址区域代码,Contact address district code
CHN000006,渠道类型代码,Channel type
AST000256,权证件编号,the ownership certificate number
ORG000170,支付银行编号,Correspondent bank number
AGM000325,券商代码,Broker number
PRD000109,基金认购控制类型代码,Fund subscription control type code
AGM000348,商户代码,Merchant code
PTY000160,上市公司标志,listed enterprise flag
PTY000498,实际控制人证件编号,Actual Controller ID certificate number
PTY000218,实收资本,paid in capital
PTY000536,首贷标志,The first loan sign
PRD000355,首套房标志,The first house logo
PRD000059,自动转存标志,Automatic renewal flag
PRD000371,产品币种代码,Currency limit
PRD000045,结息周期代码,Interest bearing cycle
PRD000027,收费方式代码,Charge type code
PTY000111,个人客户与本行建立信贷关系时间,personal customer earlist sign credit agreement date
PTY000249,组织客户与本行建立信贷关系时间,orgnization customer earlist sign credit agreement date
AGM000483,抵质押顺位位次,Ranking of preference with guaranty
